epoch,step,train_cardinality_error,train_loss,train_loss_bbox,train_loss_ce,train_loss_giou,val_cardinality_error,val_loss,val_loss_bbox,val_loss_ce,val_loss_giou,val_map,val_map_50,val_map_75,val_map_large,val_map_medium,val_map_small,val_mar_1,val_mar_10,val_mar_100,val_mar_large,val_mar_medium,val_mar_small
0,9,6.5,2.0963590145111084,0.03187232092022896,1.1744568347930908,0.38127028942108154,,,,,,,,,,,,,,,,,
0,19,6.0,2.7252659797668457,0.07601580023765564,1.1522512435913086,0.5964678525924683,,,,,,,,,,,,,,,,,
0,29,4.75,2.075061559677124,0.040816038846969604,0.9798611402511597,0.445560097694397,,,,,,,,,,,,,,,,,
0,39,8.75,3.6074063777923584,0.1149759590625763,1.0706552267074585,0.9809356927871704,,,,,,,,,,,,,,,,,
0,48,,,,,,13.629630088806152,2.3083655834198,0.04943187162280083,1.0175985097885132,0.5218037962913513,0.008704854175448418,0.021577632054686546,0.004695476032793522,-1.0,-1.0,0.008704854175448418,0.006754385773092508,0.036052633076906204,0.042807016521692276,-1.0,-1.0,0.042807016521692276
1,49,17.25,1.8393549919128418,0.02957393042743206,0.9597479104995728,0.3658686578273773,,,,,,,,,,,,,,,,,
1,59,13.25,2.829665184020996,0.07994109392166138,0.8660517334938049,0.7819540500640869,,,,,,,,,,,,,,,,,
1,69,12.5,1.8050708770751953,0.026298657059669495,0.9196783900260925,0.37694957852363586,,,,,,,,,,,,,,,,,
1,79,15.25,2.133274793624878,0.04262629523873329,1.0177178382873535,0.4512127637863159,,,,,,,,,,,,,,,,,
1,89,15.0,2.218040943145752,0.04513857513666153,0.8823207020759583,0.5550136566162109,,,,,,,,,,,,,,,,,
1,97,,,,,,9.703703880310059,2.241464614868164,0.04988500103354454,0.9137717485427856,0.5391338467597961,0.009455111809074879,0.02319682389497757,0.005268375854939222,-1.0,-1.0,0.009455111809074879,0.008245614357292652,0.04035087674856186,0.04456140473484993,-1.0,-1.0,0.04456140473484993
2,99,7.5,2.0723876953125,0.044234320521354675,0.6543813347816467,0.5984174013137817,,,,,,,,,,,,,,,,,
2,109,10.0,2.821533203125,0.07629473507404327,0.8069591522216797,0.8165502548217773,,,,,,,,,,,,,,,,,
2,119,13.5,2.677469253540039,0.06238611042499542,0.8521263599395752,0.7567061185836792,,,,,,,,,,,,,,,,,
2,129,11.5,2.169663667678833,0.04880528151988983,0.8905308246612549,0.5175532102584839,,,,,,,,,,,,,,,,,
2,139,14.0,2.594712257385254,0.06192310154438019,1.065168857574463,0.6099638938903809,,,,,,,,,,,,,,,,,
2,146,,,,,,12.296296119689941,2.0466442108154297,0.04111546650528908,0.8656054139137268,0.48773059248924255,0.01905759423971176,0.04982274770736694,0.01293155737221241,-1.0,-1.0,0.01905759423971176,0.010350877419114113,0.054649122059345245,0.07026315480470657,-1.0,-1.0,0.07026315480470657
3,149,11.75,2.178727149963379,0.053089771419763565,0.7103450298309326,0.6014666557312012,,,,,,,,,,,,,,,,,
