epoch,step,train_cardinality_error,train_loss,train_loss_bbox,train_loss_ce,train_loss_giou,val_cardinality_error,val_classes,val_loss,val_loss_bbox,val_loss_ce,val_loss_giou,val_map,val_map_50,val_map_75,val_map_large,val_map_medium,val_map_per_class,val_map_small,val_mar_1,val_mar_10,val_mar_100,val_mar_100_per_class,val_mar_large,val_mar_medium,val_mar_small
2,109,16.75,1.8720694780349731,0.054251156747341156,0.4980863630771637,0.5513636469841003,,,,,,,,,,,,,,,,,,,,
2,119,16.75,1.509212613105774,0.03733159601688385,0.3919989764690399,0.4652778208255768,,,,,,,,,,,,,,,,,,,,
2,129,11.5,1.9716980457305908,0.0616280771791935,0.4875383973121643,0.5880096554756165,,,,,,,,,,,,,,,,,,,,
2,139,14.0,1.2953367233276367,0.029469579458236694,0.29624703526496887,0.4258708655834198,,,,,,,,,,,,,,,,,,,,
2,146,,,,,,10.648148536682129,0.0,1.5292595624923706,0.03559725731611252,0.40368786454200745,0.47379276156425476,0.20223693549633026,0.5490329265594482,0.09454013407230377,-1.0,-1.0,0.20223693549633026,0.20223693549633026,0.04629948362708092,0.261790007352829,0.3344234228134155,0.3344234228134155,-1.0,-1.0,0.3344234228134155
3,149,10.75,1.5097017288208008,0.03734834864735603,0.3603719174861908,0.48129403591156006,,,,,,,,,,,,,,,,,,,,
3,159,12.75,1.8754985332489014,0.04511645436286926,0.45868757367134094,0.5956143736839294,,,,,,,,,,,,,,,,,,,,
3,169,19.25,1.7721896171569824,0.04079468920826912,0.46437564492225647,0.5519202947616577,,,,,,,,,,,,,,,,,,,,
3,179,12.25,1.0013904571533203,0.02045167237520218,0.2846709191799164,0.3072306215763092,,,,,,,,,,,,,,,,,,,,
3,189,3.5,1.5662219524383545,0.04333428665995598,0.3864918351173401,0.4815293252468109,,,,,,,,,,,,,,,,,,,,
3,195,,,,,,13.259259223937988,0.0,1.3359097242355347,0.032607585191726685,0.3470720648765564,0.41289979219436646,0.30356690287590027,0.6771494746208191,0.19144374132156372,-1.0,-1.0,0.30356690287590027,0.30356690287590027,0.0518072284758091,0.3500860631465912,0.42685025930404663,0.42685025930404663,-1.0,-1.0,0.42685025930404663
4,199,15.75,1.0564781427383423,0.024867795407772064,0.27065369486808777,0.3307427167892456,,,,,,,,,,,,,,,,,,,,
4,209,8.5,2.1618261337280273,0.08134068548679352,0.2950824201107025,0.7300201058387756,,,,,,,,,,,,,,,,,,,,
4,219,14.75,1.0009665489196777,0.02261030487716198,0.2678301930427551,0.3100423812866211,,,,,,,,,,,,,,,,,,,,
4,229,11.5,2.089550495147705,0.06467514485120773,0.39091917872428894,0.6876277923583984,,,,,,,,,,,,,,,,,,,,
4,239,8.25,1.5025520324707031,0.03593016415834427,0.4554038643836975,0.43374869227409363,,,,,,,,,,,,,,,,,,,,
4,244,,,,,,13.962963104248047,0.0,1.3775484561920166,0.03659791499376297,0.36212730407714844,0.4162157475948334,0.26866015791893005,0.6624720692634583,0.15302039682865143,-1.0,-1.0,0.26866015791893005,0.26866015791893005,0.0550774522125721,0.320654034614563,0.3903614580631256,0.3903614580631256,-1.0,-1.0,0.3903614580631256
5,249,6.75,2.59505558013916,0.08961734920740128,0.5821356773376465,0.7824165225028992,,,,,,,,,,,,,,,,,,,,
5,259,8.0,1.7560968399047852,0.05200318619608879,0.34719160199165344,0.5744446516036987,,,,,,,,,,,,,,,,,,,,
5,269,7.0,1.3682479858398438,0.034476909786462784,0.33892303705215454,0.4284701943397522,,,,,,,,,,,,,,,,,,,,
5,279,5.25,1.3849124908447266,0.032425861805677414,0.3744930922985077,0.42414504289627075,,,,,,,,,,,,,,,,,,,,
5,289,7.5,0.9793959856033325,0.020798398181796074,0.20022763311862946,0.3375881612300873,,,,,,,,,,,,,,,,,,,,
5,293,,,,,,9.370369911193848,0.0,1.3092079162597656,0.03272806853055954,0.30974915623664856,0.4179092049598694,0.2999851405620575,0.6993975043296814,0.20508332550525665,-1.0,-1.0,0.2999851405620575,0.2999851405620575,0.04956970736384392,0.34939759969711304,0.3982788324356079,0.3982788324356079,-1.0,-1.0,0.3982788324356079
6,299,8.0,1.2271537780761719,0.02673797868192196,0.2581102252006531,0.4176768362522125,,,,,,,,,,,,,,,,,,,,
6,309,5.25,0.9306445121765137,0.020951787009835243,0.19106175005435944,0.3174119293689728,,,,,,,,,,,,,,,,,,,,
6,319,8.75,1.301560640335083,0.036885350942611694,0.3149677813053131,0.4010830223560333,,,,,,,,,,,,,,,,,,,,
6,329,5.0,1.7073464393615723,0.036866143345832825,0.5043464303016663,0.5093346834182739,,,,,,,,,,,,,,,,,,,,
6,339,5.75,1.8159642219543457,0.05555061995983124,0.3969125747680664,0.570649266242981,,,,,,,,,,,,,,,,,,,,
6,342,,,,,,4.370370388031006,0.0,1.408014178276062,0.034237295389175415,0.32428237795829773,0.4562727212905884,0.25797536969184875,0.6629848480224609,0.12538771331310272,-1.0,-1.0,0.25797536969184875,0.25797536969184875,0.0471600703895092,0.3123924136161804,0.3538726270198822,0.3538726270198822,-1.0,-1.0,0.3538726270198822
7,349,8.25,1.5637943744659424,0.03889680281281471,0.37966662645339966,0.49482184648513794,,,,,,,,,,,,,,,,,,,,
7,359,8.75,1.7266358137130737,0.04335172846913338,0.4056822657585144,0.5520974397659302,,,,,,,,,,,,,,,,,,,,
7,369,10.75,1.368943214416504,0.029990797862410545,0.3580470383167267,0.4304710626602173,,,,,,,,,,,,,,,,,,,,
7,379,9.75,2.079648017883301,0.06533624231815338,0.5027869939804077,0.6250899434089661,,,,,,,,,,,,,,,,,,,,
7,389,8.0,2.2804341316223145,0.06759534776210785,0.5500648021697998,0.6961963176727295,,,,,,,,,,,,,,,,,,,,
7,391,,,,,,7.296296119689941,0.0,1.3393104076385498,0.03156494349241257,0.36108896136283875,0.4101983606815338,0.2906351089477539,0.6232047080993652,0.22439800202846527,-1.0,-1.0,0.2906351089477539,0.2906351089477539,0.05593803897500038,0.33459553122520447,0.4234079122543335,0.4234079122543335,-1.0,-1.0,0.4234079122543335
8,399,6.5,2.4873554706573486,0.07534132152795792,0.6197105050086975,0.7454691529273987,,,,,,,,,,,,,,,,,,,,
8,409,12.25,2.17750883102417,0.07219506800174713,0.46007922291755676,0.6782271265983582,,,,,,,,,,,,,,,,,,,,
8,419,18.0,0.9046192169189453,0.015419467352330685,0.2912746071815491,0.2681236267089844,,,,,,,,,,,,,,,,,,,,
8,429,4.25,1.335181474685669,0.030328046530485153,0.39401906728744507,0.3947611153125763,,,,,,,,,,,,,,,,,,,,
8,439,28.5,1.0578153133392334,0.01713048480451107,0.44146856665611267,0.2653471827507019,,,,,,,,,,,,,,,,,,,,
8,440,,,,,,19.537036895751953,0.0,1.4208060503005981,0.03400241583585739,0.417544424533844,0.4166248142719269,0.2091054916381836,0.504386305809021,0.13000573217868805,-1.0,-1.0,0.2091054916381836,0.2091054916381836,0.049225471913814545,0.2740103304386139,0.40826162695884705,0.40826162695884705,-1.0,-1.0,0.40826162695884705
9,449,14.25,1.036963701248169,0.01888025365769863,0.30919280648231506,0.3166848123073578,,,,,,,,,,,,,,,,,,,,
9,459,3.0,2.1123201847076416,0.07045984268188477,0.5147121548652649,0.6226544380187988,,,,,,,,,,,,,,,,,,,,
9,469,18.0,1.6424500942230225,0.04608866944909096,0.4963420629501343,0.45783233642578125,,,,,,,,,,,,,,,,,,,,
9,479,6.5,1.8205938339233398,0.05265283212065697,0.4153153598308563,0.5710071325302124,,,,,,,,,,,,,,,,,,,,
9,489,9.0,1.3713014125823975,0.02480991557240486,0.39151492714881897,0.42786845564842224,,,,,,,,,,,,,,,,,,,,
9,489,,,,,,7.981481552124023,0.0,1.37700355052948,0.038080040365457535,0.3385961353778839,0.42400357127189636,0.2968626618385315,0.6925130486488342,0.16969238221645355,-1.0,-1.0,0.2968626618385315,0.2968626618385315,0.046471599489450455,0.34853699803352356,0.40585198998451233,0.40585198998451233,-1.0,-1.0,0.40585198998451233
10,499,9.5,1.0440131425857544,0.02124791219830513,0.29328325390815735,0.32224518060684204,,,,,,,,,,,,,,,,,,,,
10,509,4.5,1.855616807937622,0.07071176171302795,0.30258291959762573,0.5997375249862671,,,,,,,,,,,,,,,,,,,,
10,519,3.5,1.0346065759658813,0.024561041966080666,0.20916962623596191,0.3513158857822418,,,,,,,,,,,,,,,,,,,,
10,529,3.75,0.7778401970863342,0.015205844305455685,0.21748857200145721,0.24216119945049286,,,,,,,,,,,,,,,,,,,,
10,538,,,,,,8.351851463317871,0.0,1.2681106328964233,0.03518357500433922,0.30936071276664734,0.3914160430431366,0.3568766117095947,0.7465905547142029,0.28812968730926514,-1.0,-1.0,0.3568766117095947,0.3568766117095947,0.05817556008696556,0.38537004590034485,0.45593804121017456,0.45593804121017456,-1.0,-1.0,0.45593804121017456
11,539,7.5,1.1042675971984863,0.026954209432005882,0.294476181268692,0.33751019835472107,,,,,,,,,,,,,,,,,,,,
11,549,4.0,0.720727801322937,0.017027495428919792,0.10505746304988861,0.26526641845703125,,,,,,,,,,,,,,,,,,,,
11,559,5.25,0.8968191146850586,0.018994005396962166,0.17062298953533173,0.3156130611896515,,,,,,,,,,,,,,,,,,,,
11,569,6.25,0.7430710792541504,0.015017563477158546,0.20970867574214935,0.22913730144500732,,,,,,,,,,,,,,,,,,,,
11,579,4.25,1.752899169921875,0.06949393451213837,0.2790413498878479,0.5631940960884094,,,,,,,,,,,,,,,,,,,,
11,587,,,,,,5.166666507720947,0.0,1.2986201047897339,0.033633094280958176,0.2947210669517517,0.41786685585975647,0.3411516547203064,0.7265967726707458,0.23264135420322418,-1.0,-1.0,0.3411516547203064,0.3411516547203064,0.058003440499305725,0.3738382160663605,0.4258175492286682,0.4258175492286682,-1.0,-1.0,0.4258175492286682
12,589,5.5,1.6457769870758057,0.04631597176194191,0.357854962348938,0.5281711220741272,,,,,,,,,,,,,,,,,,,,
12,599,3.75,1.3748137950897217,0.035056814551353455,0.24887101352214813,0.47532933950424194,,,,,,,,,,,,,,,,,,,,
12,609,5.0,0.7975265383720398,0.01623273454606533,0.1646576225757599,0.27585262060165405,,,,,,,,,,,,,,,,,,,,
12,619,10.25,1.3300225734710693,0.0321216844022274,0.33117133378982544,0.4191214144229889,,,,,,,,,,,,,,,,,,,,
12,629,17.0,1.0715970993041992,0.01929480768740177,0.33846697211265564,0.31832805275917053,,,,,,,,,,,,,,,,,,,,
12,636,,,,,,9.351851463317871,0.0,1.7462302446365356,0.05194032937288284,0.35734036564826965,0.5645940899848938,0.1181596890091896,0.4230268597602844,0.022860392928123474,-1.0,-1.0,0.1181596890091896,0.1181596890091896,0.029259895905852318,0.18554216623306274,0.23493975400924683,0.23493975400924683,-1.0,-1.0,0.23493975400924683
13,639,4.0,2.634675979614258,0.08647476136684418,0.5555515885353088,0.8233752846717834,,,,,,,,,,,,,,,,,,,,
13,649,27.5,1.1445066928863525,0.02051820047199726,0.4294069707393646,0.3062543272972107,,,,,,,,,,,,,,,,,,,,
13,659,38.75,1.1240299940109253,0.017384354025125504,0.4874972105026245,0.2748055160045624,,,,,,,,,,,,,,,,,,,,
13,669,25.75,1.5027861595153809,0.02725932188332081,0.5298150181770325,0.41833728551864624,,,,,,,,,,,,,,,,,,,,
13,679,25.0,1.2568199634552002,0.019526023417711258,0.5651253461837769,0.2970322072505951,,,,,,,,,,,,,,,,,,,,
13,685,,,,,,28.77777862548828,0.0,1.535180687904358,0.03611115738749504,0.5509803891181946,0.4018222689628601,0.16160309314727783,0.3826032280921936,0.08703774213790894,-1.0,-1.0,0.16160309314727783,0.16160309314727783,0.046471599489450455,0.22065404057502747,0.3884681463241577,0.3884681463241577,-1.0,-1.0,0.3884681463241577
14,689,32.0,1.890548825263977,0.056400276720523834,0.5577369928359985,0.52540522813797,,,,,,,,,,,,,,,,,,,,
14,699,32.5,1.2167689800262451,0.018163766711950302,0.5031793713569641,0.3113854229450226,,,,,,,,,,,,,,,,,,,,
14,709,21.0,1.140115737915039,0.01707063615322113,0.4534645080566406,0.3006490468978882,,,,,,,,,,,,,,,,,,,,
14,719,26.5,1.1244874000549316,0.019016679376363754,0.43148544430732727,0.29895931482315063,,,,,,,,,,,,,,,,,,,,
14,729,20.5,1.1324812173843384,0.018767427653074265,0.404226154088974,0.3172089755535126,,,,,,,,,,,,,,,,,,,,
14,734,,,,,,11.703703880310059,0.0,1.3739560842514038,0.029887404292821884,0.4587194323539734,0.38289979100227356,0.23764359951019287,0.547358512878418,0.14990302920341492,-1.0,-1.0,0.23764359951019287,0.23764359951019287,0.050258174538612366,0.2925989627838135,0.418760746717453,0.418760746717453,-1.0,-1.0,0.418760746717453
15,739,9.5,1.239806056022644,0.023683156818151474,0.3810529112815857,0.37016868591308594,,,,,,,,,,,,,,,,,,,,
15,749,17.25,1.1527159214019775,0.01971174217760563,0.4098553955554962,0.32215091586112976,,,,,,,,,,,,,,,,,,,,
15,759,9.5,2.066805839538574,0.05243724584579468,0.539179801940918,0.6327199339866638,,,,,,,,,,,,,,,,,,,,
15,769,9.0,1.0236064195632935,0.02269306592643261,0.2684815227985382,0.3208297789096832,,,,,,,,,,,,,,,,,,,,
15,779,15.0,0.883608341217041,0.017020275816321373,0.30439671874046326,0.24705509841442108,,,,,,,,,,,,,,,,,,,,
15,783,,,,,,10.407407760620117,0.0,1.2619774341583252,0.02938452921807766,0.3612144887447357,0.3769201934337616,0.31095024943351746,0.6696493625640869,0.23492105305194855,-1.0,-1.0,0.31095024943351746,0.31095024943351746,0.05387263372540474,0.343029260635376,0.44974181056022644,0.44974181056022644,-1.0,-1.0,0.44974181056022644
16,789,9.75,0.9624447822570801,0.020871365442872047,0.2336135357618332,0.3122372031211853,,,,,,,,,,,,,,,,,,,,
16,799,13.5,1.7796581983566284,0.04612864926457405,0.555705189704895,0.4966548681259155,,,,,,,,,,,,,,,,,,,,
16,809,7.5,2.5460550785064697,0.08535008877515793,0.5315871834754944,0.7938587069511414,,,,,,,,,,,,,,,,,,,,
16,819,9.25,0.9946384429931641,0.018510760739445686,0.25655651092529297,0.3227640688419342,,,,,,,,,,,,,,,,,,,,
16,829,10.5,2.1798431873321533,0.06018790602684021,0.5496170520782471,0.6646432876586914,,,,,,,,,,,,,,,,,,,,
16,832,,,,,,9.314814567565918,0.0,1.2763787508010864,0.031156133860349655,0.32978588342666626,0.3954060971736908,0.2983723282814026,0.7024550437927246,0.1722773164510727,-1.0,-1.0,0.2983723282814026,0.2983723282814026,0.05008605867624283,0.3413080871105194,0.4220309853553772,0.4220309853553772,-1.0,-1.0,0.4220309853553772
17,839,8.75,0.8173104524612427,0.015544777736067772,0.21059657633304596,0.26449498534202576,,,,,,,,,,,,,,,,,,,,
17,849,8.75,2.0063304901123047,0.06658324599266052,0.43566468358039856,0.6188747882843018,,,,,,,,,,,,,,,,,,,,
17,859,6.25,1.3986786603927612,0.034654367715120316,0.38696059584617615,0.4192231297492981,,,,,,,,,,,,,,,,,,,,
17,869,6.75,1.6623833179473877,0.03754999116063118,0.46192094683647156,0.5063562393188477,,,,,,,,,,,,,,,,,,,,
17,879,9.75,0.7374230623245239,0.0140538876876235,0.2288108915090561,0.21917136013507843,,,,,,,,,,,,,,,,,,,,
17,881,,,,,,8.481481552124023,0.0,1.2317578792572021,0.03037174791097641,0.3186180293560028,0.38064056634902954,0.32111656665802,0.7060097455978394,0.24333561956882477,-1.0,-1.0,0.32111656665802,0.32111656665802,0.05438898503780365,0.35920825600624084,0.43683305382728577,0.43683305382728577,-1.0,-1.0,0.43683305382728577
18,889,7.25,0.9328287839889526,0.020009903237223625,0.21547801792621613,0.3086506426334381,,,,,,,,,,,,,,,,,,,,
18,899,4.75,2.6088736057281494,0.08338487893342972,0.5744574666023254,0.8087458610534668,,,,,,,,,,,,,,,,,,,,
18,909,7.0,1.4937243461608887,0.03878246992826462,0.3465813100337982,0.476615309715271,,,,,,,,,,,,,,,,,,,,
18,919,8.5,0.9556455612182617,0.018126636743545532,0.29487133026123047,0.2850705087184906,,,,,,,,,,,,,,,,,,,,
18,929,9.25,1.269215703010559,0.029080433771014214,0.3658227026462555,0.378995418548584,,,,,,,,,,,,,,,,,,,,
18,930,,,,,,8.462963104248047,0.0,1.1842249631881714,0.028011690825223923,0.305551141500473,0.3693077266216278,0.3525393307209015,0.7420678734779358,0.26956707239151,-1.0,-1.0,0.3525393307209015,0.3525393307209015,0.056282270699739456,0.386058509349823,0.4691910445690155,0.4691910445690155,-1.0,-1.0,0.4691910445690155
19,939,7.75,1.9690372943878174,0.0610080324113369,0.4533608853816986,0.6053181290626526,,,,,,,,,,,,,,,,,,,,
19,949,7.5,2.192674160003662,0.061319269239902496,0.5407039523124695,0.6726869344711304,,,,,,,,,,,,,,,,,,,,
19,959,5.0,0.7487121820449829,0.014106458984315395,0.19258640706539154,0.24279676377773285,,,,,,,,,,,,,,,,,,,,
19,969,3.25,0.9277137517929077,0.02264847233891487,0.1818648874759674,0.3163032531738281,,,,,,,,,,,,,,,,,,,,
19,979,8.0,0.7207549214363098,0.014473948627710342,0.14391018450260162,0.2522374987602234,,,,,,,,,,,,,,,,,,,,
19,979,,,,,,5.462963104248047,0.0,1.222196340560913,0.029468843713402748,0.30559390783309937,0.38462913036346436,0.3394845724105835,0.7213819622993469,0.24088716506958008,-1.0,-1.0,0.3394845724105835,0.3394845724105835,0.054733216762542725,0.37745267152786255,0.44836488366127014,0.44836488366127014,-1.0,-1.0,0.44836488366127014
20,989,5.5,0.7368448376655579,0.015344756655395031,0.1656603068113327,0.24723036587238312,,,,,,,,,,,,,,,,,,,,
20,999,6.0,0.9988194704055786,0.019566018134355545,0.28230905532836914,0.30934014916419983,,,,,,,,,,,,,,,,,,,,
20,1009,6.25,2.1678600311279297,0.06068553030490875,0.5894245505332947,0.637503981590271,,,,,,,,,,,,,,,,,,,,
20,1019,10.5,1.3500492572784424,0.028871191665530205,0.3818706274032593,0.41191133856773376,,,,,,,,,,,,,,,,,,,,
20,1028,,,,,,5.740740776062012,0.0,1.2164077758789062,0.029660632833838463,0.29516226053237915,0.386471152305603,0.3681381046772003,0.7341740131378174,0.32200750708580017,-1.0,-1.0,0.3681381046772003,0.3681381046772003,0.0602409653365612,0.4015490412712097,0.4654044806957245,0.4654044806957245,-1.0,-1.0,0.4654044806957245
21,1029,6.25,0.6204657554626465,0.011697065085172653,0.181380033493042,0.19030021131038666,,,,,,,,,,,,,,,,,,,,
21,1039,6.0,1.2652199268341064,0.026970135048031807,0.37947937846183777,0.3754449784755707,,,,,,,,,,,,,,,,,,,,
21,1049,3.75,1.7599427700042725,0.041265860199928284,0.48240217566490173,0.5356056690216064,,,,,,,,,,,,,,,,,,,,
21,1059,4.0,1.6880321502685547,0.04889388754963875,0.424753874540329,0.5094044208526611,,,,,,,,,,,,,,,,,,,,
21,1069,9.5,0.7849525213241577,0.01626216433942318,0.19167038798332214,0.25598564743995667,,,,,,,,,,,,,,,,,,,,
21,1077,,,,,,4.611111164093018,0.0,1.271160364151001,0.030654894188046455,0.3012242913246155,0.40833088755607605,0.35793355107307434,0.731598436832428,0.26562750339508057,-1.0,-1.0,0.35793355107307434,0.35793355107307434,0.0569707415997982,0.3876075744628906,0.4406196177005768,0.4406196177005768,-1.0,-1.0,0.4406196177005768
22,1079,5.5,0.8853744268417358,0.017536433413624763,0.2249750941991806,0.2863585650920868,,,,,,,,,,,,,,,,,,,,
22,1089,4.75,0.7798821330070496,0.016681354492902756,0.18755921721458435,0.25445806980133057,,,,,,,,,,,,,,,,,,,,
22,1099,4.5,1.0798113346099854,0.024512741714715958,0.22947871685028076,0.36388441920280457,,,,,,,,,,,,,,,,,,,,
22,1109,6.0,1.658831000328064,0.048169076442718506,0.37406185269355774,0.5219618678092957,,,,,,,,,,,,,,,,,,,,
22,1119,6.75,0.7624194622039795,0.013117915950715542,0.23779113590717316,0.22951936721801758,,,,,,,,,,,,,,,,,,,,
22,1126,,,,,,4.981481552124023,0.0,1.1875358819961548,0.02796633169054985,0.29591044783592224,0.37589696049690247,0.3695529103279114,0.7440963983535767,0.31274595856666565,-1.0,-1.0,0.3695529103279114,0.3695529103279114,0.05593803897500038,0.3927710950374603,0.4590361416339874,0.4590361416339874,-1.0,-1.0,0.4590361416339874
23,1129,7.0,1.552426815032959,0.0422661267220974,0.3526636064052582,0.49421626329421997,,,,,,,,,,,,,,,,,,,,
23,1139,3.0,0.5873894095420837,0.011979185044765472,0.1167939230799675,0.20534977316856384,,,,,,,,,,,,,,,,,,,,
23,1149,5.5,0.6928728818893433,0.0150234280154109,0.16796866059303284,0.22489354014396667,,,,,,,,,,,,,,,,,,,,
23,1159,3.75,1.268993854522705,0.029900873079895973,0.27185362577438354,0.4238179326057434,,,,,,,,,,,,,,,,,,,,
23,1169,4.5,1.1669974327087402,0.022571362555027008,0.2992601990699768,0.3774401843547821,,,,,,,,,,,,,,,,,,,,
23,1175,,,,,,4.296296119689941,0.0,1.1532729864120483,0.027995716780424118,0.27494776248931885,0.3691733777523041,0.38086679577827454,0.7618508338928223,0.3369782567024231,-1.0,-1.0,0.38086679577827454,0.38086679577827454,0.0616178996860981,0.40963855385780334,0.4667814075946808,0.4667814075946808,-1.0,-1.0,0.4667814075946808
24,1179,4.75,1.263623595237732,0.025724079459905624,0.3769954741001129,0.3790038526058197,,,,,,,,,,,,,,,,,,,,
24,1189,3.5,0.7161229848861694,0.015153331682085991,0.1260334998369217,0.257161408662796,,,,,,,,,,,,,,,,,,,,
24,1199,4.25,1.0119965076446533,0.031149065122008324,0.2338862419128418,0.31118249893188477,,,,,,,,,,,,,,,,,,,,
24,1209,6.5,0.6653977036476135,0.012457994744181633,0.16171756386756897,0.22069507837295532,,,,,,,,,,,,,,,,,,,,
24,1219,4.5,1.7138184309005737,0.05223995819687843,0.3908958435058594,0.5308613777160645,,,,,,,,,,,,,,,,,,,,
24,1224,,,,,,5.44444465637207,0.0,1.178590178489685,0.028405549004673958,0.3005085289478302,0.3680269420146942,0.3808456063270569,0.7776272296905518,0.3052203953266144,-1.0,-1.0,0.3808456063270569,0.3808456063270569,0.05886402726173401,0.41480207443237305,0.4728055000305176,0.4728055000305176,-1.0,-1.0,0.4728055000305176
25,1229,4.0,1.0344252586364746,0.02486056089401245,0.20684814453125,0.3516371548175812,,,,,,,,,,,,,,,,,,,,
25,1239,5.75,2.2376699447631836,0.06277703493833542,0.48937514424324036,0.7172048091888428,,,,,,,,,,,,,,,,,,,,
25,1249,6.5,1.2222434282302856,0.032881803810596466,0.27689358592033386,0.390470415353775,,,,,,,,,,,,,,,,,,,,
25,1259,1.75,0.6036825180053711,0.01485188864171505,0.09104914963245392,0.21918697655200958,,,,,,,,,,,,,,,,,,,,
25,1269,4.0,0.7252660989761353,0.015156116336584091,0.12833841145038605,0.2605735659599304,,,,,,,,,,,,,,,,,,,,
25,1273,,,,,,4.018518447875977,0.0,1.2046948671340942,0.02970828302204609,0.2970263659954071,0.3795635402202606,0.3548663258552551,0.7547454237937927,0.26145070791244507,-1.0,-1.0,0.3548663258552551,0.3548663258552551,0.05886402726173401,0.39518073201179504,0.44320136308670044,0.44320136308670044,-1.0,-1.0,0.44320136308670044
26,1279,3.5,0.6874462962150574,0.015468493103981018,0.12821033596992493,0.24094675481319427,,,,,,,,,,,,,,,,,,,,
26,1289,6.25,1.6526522636413574,0.05079159513115883,0.3187292218208313,0.5399824976921082,,,,,,,,,,,,,,,,,,,,
26,1299,4.5,1.3967580795288086,0.03553690016269684,0.3066640794277191,0.45620477199554443,,,,,,,,,,,,,,,,,,,,
26,1309,3.0,1.1147838830947876,0.02814716286957264,0.2927267253398895,0.3406606614589691,,,,,,,,,,,,,,,,,,,,
26,1319,5.0,1.3950145244598389,0.03402393311262131,0.31262919306755066,0.4561328589916229,,,,,,,,,,,,,,,,,,,,
26,1322,,,,,,4.759259223937988,0.0,1.1850110292434692,0.028493380174040794,0.2920142710208893,0.3752649426460266,0.36955025792121887,0.7760084271430969,0.27200445532798767,-1.0,-1.0,0.36955025792121887,0.36955025792121887,0.05645439028739929,0.3950085937976837,0.45628225803375244,0.45628225803375244,-1.0,-1.0,0.45628225803375244
27,1329,5.5,0.6459373831748962,0.0145281832665205,0.1270473748445511,0.22312454879283905,,,,,,,,,,,,,,,,,,,,
27,1339,6.0,0.6256263256072998,0.011160586029291153,0.17525240778923035,0.1972854882478714,,,,,,,,,,,,,,,,,,,,
27,1349,3.25,0.9318406581878662,0.022381246089935303,0.2192821353673935,0.3003261387348175,,,,,,,,,,,,,,,,,,,,
27,1359,3.0,1.0377182960510254,0.022784972563385963,0.22358344495296478,0.3501049876213074,,,,,,,,,,,,,,,,,,,,
27,1369,1.25,0.7562236785888672,0.014794695191085339,0.20216450095176697,0.24004283547401428,,,,,,,,,,,,,,,,,,,,
27,1371,,,,,,4.370370388031006,0.0,1.164945363998413,0.02724931575357914,0.2958318293094635,0.3664334714412689,0.3855327367782593,0.775040328502655,0.3180488646030426,-1.0,-1.0,0.3855327367782593,0.3855327367782593,0.05955249443650246,0.418760746717453,0.46660929918289185,0.46660929918289185,-1.0,-1.0,0.46660929918289185
28,1379,3.5,1.3798153400421143,0.040890179574489594,0.35992631316185,0.40771904587745667,,,,,,,,,,,,,,,,,,,,
28,1389,5.25,0.6446280479431152,0.014230678789317608,0.16095800697803497,0.20625832676887512,,,,,,,,,,,,,,,,,,,,
28,1399,4.5,1.4886250495910645,0.03712373226881027,0.3981969356536865,0.4524047076702118,,,,,,,,,,,,,,,,,,,,
