epoch,step,train_cardinality_error,train_loss,train_loss_bbox,train_loss_ce,train_loss_giou,val_cardinality_error,val_classes,val_loss,val_loss_bbox,val_loss_ce,val_loss_giou,val_map,val_map_50,val_map_75,val_map_large,val_map_medium,val_map_per_class,val_map_small,val_mar_1,val_mar_10,val_mar_100,val_mar_100_per_class,val_mar_large,val_mar_medium,val_mar_small
28,1409,2.0,0.5975579023361206,0.012347981333732605,0.11173524707555771,0.21204139292240143,,,,,,,,,,,,,,,,,,,,
28,1419,4.0,0.6898290514945984,0.016352498903870583,0.17054483294487,0.21876086294651031,,,,,,,,,,,,,,,,,,,,
28,1420,,,,,,6.222222328186035,0.0,1.1480315923690796,0.027015795931220055,0.29115790128707886,0.360897421836853,0.40070104598999023,0.7869462370872498,0.3278396427631378,-1.0,-1.0,0.40070104598999023,0.40070104598999023,0.0602409653365612,0.4258175492286682,0.4855421781539917,0.4855421781539917,-1.0,-1.0,0.4855421781539917
29,1429,3.0,1.3551018238067627,0.04037662595510483,0.2905937433242798,0.4313124418258667,,,,,,,,,,,,,,,,,,,,
29,1439,2.0,0.6985122561454773,0.01590139791369438,0.10119153559207916,0.25890687108039856,,,,,,,,,,,,,,,,,,,,
29,1449,0.75,0.4735812544822693,0.013209664262831211,0.04292764514684677,0.18230263888835907,,,,,,,,,,,,,,,,,,,,
29,1459,2.75,0.6898865103721619,0.01241812389343977,0.1298913061618805,0.24895229935646057,,,,,,,,,,,,,,,,,,,,
29,1469,0.0,0.6809364557266235,0.014105980284512043,0.09164758026599884,0.25937947630882263,,,,,,,,,,,,,,,,,,,,
29,1469,,,,,,4.648148059844971,0.0,1.2089743614196777,0.027999842539429665,0.2994495928287506,0.3847627639770508,0.3508533835411072,0.7610282897949219,0.2503042221069336,-1.0,-1.0,0.3508533835411072,0.3508533835411072,0.05920826271176338,0.38020655512809753,0.43493977189064026,0.43493977189064026,-1.0,-1.0,0.43493977189064026
30,1479,5.5,1.6853399276733398,0.037300389260053635,0.4392261505126953,0.5298058986663818,,,,,,,,,,,,,,,,,,,,
30,1489,4.25,1.5221741199493408,0.03873767703771591,0.3575456440448761,0.4854700565338135,,,,,,,,,,,,,,,,,,,,
30,1499,4.75,0.6269224882125854,0.011550508439540863,0.14786162972450256,0.210654154419899,,,,,,,,,,,,,,,,,,,,
30,1509,1.5,1.3836511373519897,0.046079348772764206,0.21307101845741272,0.47009170055389404,,,,,,,,,,,,,,,,,,,,
30,1518,,,,,,3.4259259700775146,0.0,1.1834899187088013,0.02775154821574688,0.2936397194862366,0.3755461871623993,0.3894854784011841,0.7795590162277222,0.32195383310317993,-1.0,-1.0,0.3894854784011841,0.3894854784011841,0.06006884574890137,0.41669535636901855,0.46110156178474426,0.46110156178474426,-1.0,-1.0,0.46110156178474426
31,1519,3.75,1.4245002269744873,0.03446686640381813,0.3302333950996399,0.4609662890434265,,,,,,,,,,,,,,,,,,,,
31,1529,5.75,0.6839139461517334,0.013723388314247131,0.13984344899654388,0.23772677779197693,,,,,,,,,,,,,,,,,,,,
31,1539,2.75,1.0586555004119873,0.023124413564801216,0.24314779043197632,0.34994280338287354,,,,,,,,,,,,,,,,,,,,
31,1549,3.0,0.5243443846702576,0.011322688311338425,0.10763130336999893,0.1800498217344284,,,,,,,,,,,,,,,,,,,,
31,1559,3.25,0.6110658645629883,0.012574097141623497,0.09920571744441986,0.2244948148727417,,,,,,,,,,,,,,,,,,,,
31,1567,,,,,,2.9259259700775146,0.0,1.1908869743347168,0.028618741780519485,0.3119441568851471,0.36792463064193726,0.391288697719574,0.7806392908096313,0.32244354486465454,-1.0,-1.0,0.391288697719574,0.391288697719574,0.05886402726173401,0.414974182844162,0.46660929918289185,0.46660929918289185,-1.0,-1.0,0.46660929918289185
32,1569,5.5,1.6560993194580078,0.03571965917944908,0.478281706571579,0.4996096193790436,,,,,,,,,,,,,,,,,,,,
32,1579,2.25,0.44868847727775574,0.009708398953080177,0.07324427366256714,0.16345110535621643,,,,,,,,,,,,,,,,,,,,
32,1589,3.0,0.6147338151931763,0.013248824514448643,0.10243035107851028,0.22302965819835663,,,,,,,,,,,,,,,,,,,,
32,1599,3.0,0.49259647727012634,0.01256889384239912,0.06928310543298721,0.18023444712162018,,,,,,,,,,,,,,,,,,,,
32,1609,15.0,0.756883978843689,0.01625038869678974,0.24481703341007233,0.21540750563144684,,,,,,,,,,,,,,,,,,,,
32,1616,,,,,,17.88888931274414,0.0,1.2349209785461426,0.02714221552014351,0.407920241355896,0.3456448018550873,0.35710251331329346,0.6731277704238892,0.3100182116031647,-1.0,-1.0,0.35710251331329346,0.35710251331329346,0.05869191139936447,0.3838210105895996,0.5094664096832275,0.5094664096832275,-1.0,-1.0,0.5094664096832275
33,1619,20.25,0.9369429349899292,0.013343405909836292,0.3915800154209137,0.2393229454755783,,,,,,,,,,,,,,,,,,,,
33,1629,6.25,1.192781686782837,0.02544371597468853,0.33013540506362915,0.3677138388156891,,,,,,,,,,,,,,,,,,,,
33,1639,9.25,0.7110317945480347,0.013397468253970146,0.21004368364810944,0.21700038015842438,,,,,,,,,,,,,,,,,,,,
33,1649,8.5,1.9848098754882812,0.04711860418319702,0.5905023813247681,0.5793572664260864,,,,,,,,,,,,,,,,,,,,
33,1659,5.0,0.660452127456665,0.012969214469194412,0.17353132367134094,0.21103735268115997,,,,,,,,,,,,,,,,,,,,
33,1665,,,,,,6.111111164093018,0.0,1.2344049215316772,0.027719536796212196,0.3156028687953949,0.39010217785835266,0.33826595544815063,0.7504085302352905,0.22498254477977753,-1.0,-1.0,0.33826595544815063,0.33826595544815063,0.05731497332453728,0.362650603055954,0.42736661434173584,0.42736661434173584,-1.0,-1.0,0.42736661434173584
